id;timestamp;vehicle_owner;vehicle_plate;space_id
6362;2025-05-21 01:55:39.805351;Teresa Carter;PBC-653;34
6363;2025-05-21 01:59:39.805351;Cody Conley;CBC-674;25
6364;2025-05-21 02:01:39.805351;Thomas Bennett;YWV-308;4
6365;2025-05-21 02:06:39.805351;Brian Stokes;FMX-611;15
6366;2025-05-21 02:06:39.805351;Donald Wallace;DTO-750;37
6367;2025-05-21 02:07:39.805351;Sydney Smith;GDC-755;42
6368;2025-05-21 02:09:39.805351;Justin Figueroa;LWO-098;4
6369;2025-05-21 02:12:39.805351;Erika Brown;CBC-674;15
6370;2025-05-21 02:12:39.805351;Lisa Salazar;LDX-026;47
6371;2025-05-21 02:13:39.805351;Mrs. Melissa Robinson;GDC-755;31
6372;2025-05-21 02:14:39.805351;Bethany Haynes;LWO-098;2
6373;2025-05-21 02:15:39.805351;Katherine Weaver MD;KYZ-571;38
6374;2025-05-21 02:15:39.805351;Bailey Hughes;MSR-904;14
6375;2025-05-21 02:17:39.805351;Anthony Proctor;IWG-144;30
6376;2025-05-21 02:22:39.805351;Jessica Martinez;TOT-453;34
6377;2025-05-21 02:24:39.805351;Jason Foster;CJJ-320;7
6378;2025-05-21 02:27:39.805351;Christopher Roy;QPE-713;21
6379;2025-05-21 02:27:39.805351;Elizabeth Rowland;CJJ-320;39
6380;2025-05-21 02:27:39.805351;Deborah Curry;OMU-810;13
6381;2025-05-21 02:28:39.805351;Allison Sharp;TIH-107;4
6382;2025-05-21 02:29:39.805351;Kimberly Turner;BNW-008;5
6383;2025-05-21 02:30:39.805351;Paul Chaney;DTO-750;25
6384;2025-05-21 02:31:39.805351;Sarah Smith;KYZ-571;32
6385;2025-05-21 02:31:39.805351;Adam Espinoza;PBC-653;18
6386;2025-05-21 02:31:39.805351;Tyler Richard;GDC-755;29
6387;2025-05-21 02:32:39.805351;Carol Ingram;CBC-674;29
6388;2025-05-21 02:34:39.805351;Paula Blackburn;TIH-107;14
6389;2025-05-21 02:37:39.805351;Cynthia Johnson;HZP-570;10
6390;2025-05-21 02:37:39.805351;Kenneth Johnson;LWO-098;40
6391;2025-05-21 02:39:39.805351;Steven Bailey;PBC-653;17
6392;2025-05-21 02:40:39.805351;Daniel Smith;BNW-008;6
6393;2025-05-21 02:41:39.805351;Hunter Williams;IWG-144;15
6394;2025-05-21 02:45:39.805351;Susan Trujillo;YWV-308;35
6395;2025-05-21 02:45:39.805351;William Wilson;VZN-169;27
6396;2025-05-21 02:46:39.805351;Courtney Morgan;DTO-750;41
6397;2025-05-21 02:47:39.805351;Mitchell Merritt;QPE-713;47
6398;2025-05-21 02:47:39.805351;Jared Gordon;OMU-810;14
6399;2025-05-21 02:49:39.805351;Kristina Neal;ENP-997;13
6400;2025-05-21 02:49:39.805351;Cory Parsons;LHW-714;50
6401;2025-05-21 02:50:39.805351;Christopher Horn;TIH-107;28
6402;2025-05-21 02:50:39.805351;Christopher Simmons;MSR-904;27
6403;2025-05-21 02:51:39.805351;Joshua Reed;DTO-750;7
6404;2025-05-21 02:54:39.805351;Kimberly Brewer;LDX-026;30
6405;2025-05-21 02:54:39.805351;Ronald Kramer;BGR-219;6
6406;2025-05-21 02:55:39.805351;Ann Hobbs;HZP-570;2
6407;2025-05-21 02:55:39.805351;Richard Potter;PBC-653;34
6408;2025-05-21 02:55:39.805351;Terry Carr;BJZ-598;9
6409;2025-05-21 02:56:39.805351;Tiffany Wilson;QPE-713;13
6410;2025-05-21 02:56:39.805351;Jon Gonzalez;LWO-098;38
6411;2025-05-21 02:57:39.805351;Mr. Jacob Moore;QPE-713;15
6412;2025-05-21 02:58:39.805351;Janet Larson;KMW-910;20
6413;2025-05-21 03:00:39.805351;Margaret Knight;KMW-910;44
6414;2025-05-21 03:00:39.805351;Gloria Odom;QJJ-229;4
6415;2025-05-21 03:02:39.805351;Casey Foster;KMW-910;24
6416;2025-05-21 03:02:39.805351;Daryl Olson;OMU-810;1
6417;2025-05-21 03:06:39.805351;James Raymond;LWO-098;13
6418;2025-05-21 03:07:39.805351;Denise Flores;OMU-810;10
6419;2025-05-21 03:09:39.805351;Katie Hardin;TOT-453;36
6420;2025-05-21 03:11:39.805351;Brian Bullock;OMU-810;19
6421;2025-05-21 03:13:39.805351;Stefanie Simmons;CBC-674;27
6422;2025-05-21 03:15:39.805351;Randall Johnson;BJZ-598;38
6423;2025-05-21 03:17:39.805351;Brooke Harmon;DTO-750;18
6424;2025-05-21 03:18:39.805351;Debra Baxter;TIH-107;20
6425;2025-05-21 03:19:39.805351;Corey Thornton;LDX-026;16
6426;2025-05-21 03:22:39.805351;Michael Dalton;LWO-098;4
6427;2025-05-21 03:23:39.805351;Evan Nelson;PBC-653;13
6428;2025-05-21 03:24:39.805351;Brenda Perkins;DTO-750;40
6429;2025-05-21 03:26:39.805351;David Skinner;GDC-755;48
6430;2025-05-21 03:27:39.805351;Jessica Lowery;BNW-008;36
6431;2025-05-21 03:28:39.805351;Charles Owens;VZN-169;21
6432;2025-05-21 03:29:39.805351;Jacqueline Figueroa;ZQL-512;7
6433;2025-05-21 03:30:39.805351;Brittany Davis;IPF-206;31
6434;2025-05-21 03:32:39.805351;Michelle King;SZT-516;44
6435;2025-05-21 03:35:39.805351;Erica Huynh;PBC-653;32
6436;2025-05-21 03:36:39.805351;Leslie Fitzgerald;LHW-714;33
6437;2025-05-21 03:36:39.805351;Elizabeth Daniels;VZN-169;30
6438;2025-05-21 03:36:39.805351;Jeffrey Walters PhD;ENP-997;24
6439;2025-05-21 03:36:39.805351;Daniel Young;TOT-453;31
6440;2025-05-21 03:38:39.805351;Kevin Grant;ZQL-512;6
6441;2025-05-21 03:40:39.805351;Hunter Williamson;ACG-657;28
6442;2025-05-21 03:40:39.805351;Gerald Moran;VZN-169;23
6443;2025-05-21 03:41:39.805351;Toni Hill;LDX-026;41
6444;2025-05-21 03:43:39.805351;Felicia Gordon;SBF-202;22
6445;2025-05-21 03:44:39.805351;Nancy Moreno;TIH-107;28
6446;2025-05-21 03:45:39.805351;Kimberly Kaufman;KYZ-571;19
6447;2025-05-21 03:47:39.805351;Jeffrey Leon;ENP-997;8
6448;2025-05-21 03:47:39.805351;Richard Smith;LHW-714;22
6449;2025-05-21 03:48:39.805351;Jennifer Martinez;IPF-206;29
6450;2025-05-21 03:49:39.805351;Carol Torres;GDC-755;23
6451;2025-05-21 03:49:39.805351;Richard Golden;RVU-203;25
6452;2025-05-21 03:54:39.805351;Angela Richards;ENP-997;39
6453;2025-05-21 03:54:39.805351;Christopher White;MSR-904;50
6454;2025-05-21 03:55:39.805351;Paul Ferguson;YWV-308;19
6455;2025-05-21 03:56:39.805351;Robert Peck;MSR-904;7
6456;2025-05-21 03:56:39.805351;Peter Zhang;MSR-904;47
6457;2025-05-21 03:57:39.805351;Juan Lopez;OMU-810;10
6458;2025-05-21 03:58:39.805351;Shirley Lucas;LWO-098;21
6459;2025-05-21 03:59:39.805351;Tracy Mcguire;LWO-098;43
6460;2025-05-21 03:59:39.805351;Donald Roberts;KMW-910;34
6461;2025-05-21 04:02:39.805351;Linda French;OMU-810;36
6462;2025-05-21 04:04:39.805351;Mary Foster;SZT-516;28
6463;2025-05-21 04:06:39.805351;Jill Taylor;QPE-713;4
6464;2025-05-21 04:12:39.805351;Dennis Guerra;SBF-202;8
6465;2025-05-21 04:14:39.805351;Ryan Mccarty;KMW-910;6
6466;2025-05-21 04:18:39.805351;Cory Jones;LDX-026;9
6467;2025-05-21 04:21:39.805351;Maria Smith;KMW-910;2
6468;2025-05-21 04:22:39.805351;Benjamin Mclaughlin;CBC-674;21
6469;2025-05-21 04:22:39.805351;Daniel Wood;PBC-653;22
6470;2025-05-21 04:24:39.805351;Manuel Taylor;VZN-169;2
6471;2025-05-21 04:25:39.805351;John Miller;ENP-997;13
6472;2025-05-21 04:25:39.805351;Janet Smith;ENP-997;44
6473;2025-05-21 04:27:39.805351;Vincent Huynh;LDX-026;22
6474;2025-05-21 04:28:39.805351;John Johnson;LWO-098;43
6475;2025-05-21 04:29:39.805351;James Mclean;SZT-516;38
6476;2025-05-21 04:29:39.805351;Sandra Brown;ENP-997;39
6477;2025-05-21 04:29:39.805351;Sheila Myers;YWV-308;8
6478;2025-05-21 04:30:39.805351;Joseph Ayers;HZP-570;3
6479;2025-05-21 04:32:39.805351;Kenneth Perez;SBF-202;45
6480;2025-05-21 04:33:39.805351;Devon Davis;IPF-206;43
6481;2025-05-21 04:33:39.805351;Mary Mathews;TIH-107;49
6482;2025-05-21 04:36:39.805351;Christine Dillon;TOT-453;27
6483;2025-05-21 04:37:39.805351;Jason Smith;LDX-026;22
6484;2025-05-21 04:38:39.805351;Lisa Campbell;IPF-206;13
6485;2025-05-21 04:39:39.805351;Jeffrey Taylor;IPF-206;26
6486;2025-05-21 04:40:39.805351;Brett Bailey;KYZ-571;3
6487;2025-05-21 04:41:39.805351;Donna Sexton;YWV-308;25
6488;2025-05-21 04:42:39.805351;Christopher Harrison;DTO-750;38
6489;2025-05-21 04:42:39.805351;Kelly Woods;TOT-453;4
6490;2025-05-21 04:45:39.805351;Thomas Johnson;SZT-516;9
6491;2025-05-21 04:47:39.805351;Christine King;DTO-750;3
6492;2025-05-21 04:47:39.805351;Marcus Williams;CJJ-320;26
6493;2025-05-21 04:48:39.805351;Jeffrey Jones;IPF-206;42
6494;2025-05-21 04:49:39.805351;Gerald Hunt;QPE-713;43
6495;2025-05-21 04:49:39.805351;Zachary Huff;DTO-750;25
6496;2025-05-21 04:49:39.805351;Luis Lopez V;TOT-453;8
6497;2025-05-21 04:52:39.805351;Stephen Mitchell;KYZ-571;9
6498;2025-05-21 04:54:39.805351;Eric Ingram;BJZ-598;41
6499;2025-05-21 04:54:39.805351;Jon Robinson;IWG-144;12
6500;2025-05-21 04:55:39.805351;Richard Flynn;GDC-755;43
6501;2025-05-21 04:55:39.805351;Jasmine Scott;BNW-008;21
6502;2025-05-21 04:56:39.805351;Yolanda Martin;TOT-453;35
6503;2025-05-21 05:00:39.805351;Patricia Wood;YWV-308;50
6504;2025-05-21 05:00:39.805351;Ryan Taylor;LHW-714;10
6505;2025-05-21 05:02:39.805351;Amanda Watts;KYZ-571;26
6506;2025-05-21 05:03:39.805351;Jose Gross;QPE-713;42
6507;2025-05-21 05:03:39.805351;Matthew Krause;FMX-611;6
6508;2025-05-21 05:05:39.805351;Gerald Mason;FMX-611;24
6509;2025-05-21 05:06:39.805351;Stephen Olson;CBC-674;43
6510;2025-05-21 05:08:39.805351;Carrie Myers;FMX-611;26
6511;2025-05-21 05:10:39.805351;Frank Lawrence;PBC-653;39
6512;2025-05-21 05:11:39.805351;Robert Perkins;ZQL-512;7
6513;2025-05-21 05:13:39.805351;Joseph Green;YWV-308;36
6514;2025-05-21 05:16:39.805351;Eric Mathis;BNW-008;17
6515;2025-05-21 05:16:39.805351;Nancy Carter;VZN-169;1
6516;2025-05-21 05:17:39.805351;Tyler Mills;LDX-026;20
6517;2025-05-21 05:18:39.805351;Jim Foster;TOT-453;11
6518;2025-05-21 05:19:39.805351;Joshua Hayes;PBC-653;22
6519;2025-05-21 05:20:39.805351;Savannah Johns;IWG-144;46
6520;2025-05-21 05:23:39.805351;Jason Mcdonald;ZQL-512;1
6521;2025-05-21 05:24:39.805351;Jasmine Hall;PBC-653;45
6522;2025-05-21 05:26:39.805351;Rhonda Oconnell;CBC-674;14
6523;2025-05-21 05:31:39.805351;Matthew Khan;ENP-997;6
6524;2025-05-21 05:32:39.805351;Jake Holmes;DTO-750;50
6525;2025-05-21 05:33:39.805351;Amanda Brown;CJJ-320;4
6526;2025-05-21 05:33:39.805351;Tim Jackson;TIH-107;46
6527;2025-05-21 05:33:39.805351;Alexandra Holmes;CJJ-320;3
6528;2025-05-21 05:34:39.805351;Michael Santos;OMU-810;47
6529;2025-05-21 05:34:39.805351;Janice Roberts;CBC-674;20
6530;2025-05-21 05:35:39.805351;Jason Khan;CBC-674;32
6531;2025-05-21 05:37:39.805351;Steven Perez;BGR-219;38
6532;2025-05-21 05:40:39.805351;Derek Coleman;IPF-206;10
6533;2025-05-21 05:41:39.805351;Christine Sanders;DTO-750;9
6534;2025-05-21 05:41:39.805351;Mary Johnson;QJJ-229;46
6535;2025-05-21 05:43:39.805351;Michael Clay;BJZ-598;41
6536;2025-05-21 05:48:39.805351;Timothy White;KYZ-571;18
6537;2025-05-21 05:52:39.805351;Jason Mathews;DTO-750;2
6538;2025-05-21 05:52:39.805351;Maria Parsons;BNW-008;14
6539;2025-05-21 05:53:39.805351;Patricia Hayes;QPE-713;25
6540;2025-05-21 05:55:39.805351;Jessica Robinson;TOT-453;19
6541;2025-05-21 05:56:39.805351;Megan Stokes;CJJ-320;49
6542;2025-05-21 05:57:39.805351;John Harris;LDX-026;40
6543;2025-05-21 05:57:39.805351;Eric Li;DTO-750;35
6544;2025-05-21 05:58:39.805351;Melissa Oneill;VZN-169;10
6545;2025-05-21 05:59:39.805351;Karen Ross;KMW-910;5
6546;2025-05-21 05:59:39.805351;Emily Gamble;BGR-219;15
6547;2025-05-21 06:00:39.805351;Alex Lambert;LHW-714;38
6548;2025-05-21 06:02:39.805351;Charles Poole;ACG-657;3
6549;2025-05-21 06:03:39.805351;Amy Wong;BJZ-598;42
6550;2025-05-21 06:05:39.805351;Pamela Hubbard;RVU-203;10
6551;2025-05-21 06:07:39.805351;Jennifer Cummings;BNW-008;38
6552;2025-05-21 06:08:39.805351;James Lopez;KYZ-571;15
6553;2025-05-21 06:09:39.805351;Benjamin Hines;KYZ-571;17
6554;2025-05-21 06:11:39.805351;Tonya Kemp;YWV-308;41
6555;2025-05-21 06:13:39.805351;Corey Pacheco;GDC-755;28
6556;2025-05-21 06:15:39.805351;Pamela Hicks;YWV-308;9
6557;2025-05-21 06:17:39.805351;Megan Knight;PBC-653;25
6558;2025-05-21 06:21:39.805351;Caitlin Wilson;LDX-026;14
6559;2025-05-21 06:23:39.805351;Michael Church;BNW-008;42
6560;2025-05-21 06:24:39.805351;Patricia Hall;SBF-202;47
6561;2025-05-21 06:27:39.805351;Omar Weeks;LWO-098;2
6562;2025-05-21 06:27:39.805351;Samantha Parker;HZP-570;39
6563;2025-05-21 06:28:39.805351;Jared Carter;TIH-107;45
6564;2025-05-21 06:30:39.805351;Mitchell Garza;ENP-997;46
6565;2025-05-21 06:31:39.805351;Mary Compton;KMW-910;13
6566;2025-05-21 06:32:39.805351;Ray Rosario;MSR-904;20
6567;2025-05-21 06:33:39.805351;William Guzman;BGR-219;30
6568;2025-05-21 06:33:39.805351;Douglas Hampton;CJJ-320;40
6569;2025-05-21 06:35:39.805351;Jennifer Johnson;TOT-453;32
6570;2025-05-21 06:37:39.805351;Christopher Jensen;KMW-910;17
6571;2025-05-21 06:38:39.805351;Jessica Smith;PBC-653;15
6572;2025-05-21 06:40:39.805351;Lawrence Martin;VZN-169;42
6573;2025-05-21 06:43:39.805351;Mrs. Susan Newton MD;TOT-453;25
6574;2025-05-21 06:47:39.805351;Robin Terry;SBF-202;46
6575;2025-05-21 06:48:39.805351;Melissa Short;DTO-750;24
6576;2025-05-21 06:49:39.805351;Nathaniel Rodriguez;KYZ-571;14
6577;2025-05-21 06:50:39.805351;Scott Smith;LDX-026;5
6578;2025-05-21 06:53:39.805351;Tiffany Nelson;ACG-657;24
6579;2025-05-21 06:54:39.805351;Brian Ware;RVU-203;6
6580;2025-05-21 06:54:39.805351;Sharon Blake;OMU-810;23
6581;2025-05-21 06:55:39.805351;Ashley Santos;IWG-144;23
6582;2025-05-21 06:56:39.805351;Raymond Mccall;KMW-910;11
6583;2025-05-21 06:57:39.805351;Stephanie Valdez;TIH-107;36
6584;2025-05-21 06:59:39.805351;Aaron Ayers;SBF-202;26
6585;2025-05-21 07:01:39.805351;Ashley Brown;BJZ-598;33
6586;2025-05-21 07:02:39.805351;Brittney Mccoy;TIH-107;8
6587;2025-05-21 07:03:39.805351;Shawn Harris;IPF-206;4
6588;2025-05-21 07:03:39.805351;Kimberly Holmes;KYZ-571;7
6589;2025-05-21 07:07:39.805351;Tonya Jones;TOT-453;27
6590;2025-05-21 07:07:39.805351;Chris Martin;LHW-714;34
6591;2025-05-21 07:08:39.805351;Krista Curtis;OMU-810;49
6592;2025-05-21 07:10:39.805351;Sandra Kirby;ZQL-512;37
6593;2025-05-21 07:12:39.805351;Travis Guerrero;HZP-570;3
6594;2025-05-21 07:13:39.805351;Charles Romero;KYZ-571;34
6595;2025-05-21 07:15:39.805351;Gina Cunningham;VZN-169;1
6596;2025-05-21 07:15:39.805351;Julie Hill;TOT-453;26
6597;2025-05-21 07:17:39.805351;Joshua Henderson;RVU-203;6
6598;2025-05-21 07:20:39.805351;Ashley Greene;LHW-714;37
6599;2025-05-21 07:20:39.805351;Shannon Jackson;QJJ-229;43
6600;2025-05-21 07:21:39.805351;James Smith;KMW-910;45
6601;2025-05-21 07:23:39.805351;Casey Smith;IPF-206;43
6602;2025-05-21 07:24:39.805351;Joy Reid;CBC-674;1
6603;2025-05-21 07:25:39.805351;Wendy Fisher;VZN-169;12
6604;2025-05-21 07:26:39.805351;Sonya Ramirez;GDC-755;10
6605;2025-05-21 07:27:39.805351;Robert James;LWO-098;20
6606;2025-05-21 07:27:39.805351;Maria Cook;IWG-144;25
6607;2025-05-21 07:33:39.805351;Samantha Washington;FMX-611;22
6608;2025-05-21 07:34:39.805351;Christopher Fitzgerald;KMW-910;39
6609;2025-05-21 07:35:39.805351;Matthew Barrett;QPE-713;25
6610;2025-05-21 07:36:39.805351;Matthew Brooks;ZQL-512;20
6611;2025-05-21 07:37:39.805351;Albert Davis;PBC-653;33
6612;2025-05-21 07:38:39.805351;Tina Ellis;YWV-308;1
6613;2025-05-21 07:39:39.805351;Clayton Blankenship;RVU-203;5
6614;2025-05-21 07:41:39.805351;Jennifer Velasquez;BNW-008;2
6615;2025-05-21 07:42:39.805351;Danielle Bennett;SBF-202;39
6616;2025-05-21 07:44:39.805351;April Hull;QJJ-229;36
6617;2025-05-21 07:44:39.805351;James Anderson;FMX-611;1
6618;2025-05-21 07:45:39.805351;Melissa Williams;CJJ-320;23
6619;2025-05-21 07:47:39.805351;Michael Coleman;LDX-026;43
6620;2025-05-21 07:47:39.805351;Angela Patel;ENP-997;24
6621;2025-05-21 07:48:39.805351;Jacob David;TIH-107;21
6622;2025-05-21 07:48:39.805351;Tricia Russo;BJZ-598;11
6623;2025-05-21 07:48:39.805351;Denise Wiley;RVU-203;40
6624;2025-05-21 07:50:39.805351;Bridget Bell;LWO-098;42
6625;2025-05-21 07:51:39.805351;Jodi Jimenez;YWV-308;46
6626;2025-05-21 07:55:39.805351;Destiny Joseph;RVU-203;28
6627;2025-05-21 07:58:39.805351;Zachary Yu;QPE-713;33
6628;2025-05-21 08:00:39.805351;Andrew Powell;KMW-910;19
6629;2025-05-21 08:01:39.805351;Reginald Cordova;BNW-008;14
6630;2025-05-21 08:01:39.805351;Kevin Anderson;CBC-674;4
6631;2025-05-21 08:04:39.805351;Latasha Washington;ZQL-512;28
6632;2025-05-21 08:04:39.805351;Stacy Stein;IWG-144;27
6633;2025-05-21 08:05:39.805351;Anthony Scott;RVU-203;33
6634;2025-05-21 08:07:39.805351;Jasmine Martin;TIH-107;9
6635;2025-05-21 08:08:39.805351;Manuel Smith;VZN-169;34
6636;2025-05-21 08:11:39.805351;Benjamin Chavez;LWO-098;14
6637;2025-05-21 08:11:39.805351;Lauren Thompson;CBC-674;13
6638;2025-05-21 08:13:39.805351;Jamie Galloway;LDX-026;28
6639;2025-05-21 08:16:39.805351;Theresa Sandoval;QPE-713;29
6640;2025-05-21 08:16:39.805351;Thomas Morrison;TOT-453;40
6641;2025-05-21 08:16:39.805351;Kimberly Lewis;IWG-144;11
6642;2025-05-21 08:23:39.805351;Morgan Grimes;KYZ-571;39
6643;2025-05-21 08:24:39.805351;Jose Mckinney;BGR-219;27
6644;2025-05-21 08:25:39.805351;Cody Hendricks;IPF-206;6
6645;2025-05-21 08:26:39.805351;Eric Wright;LWO-098;48
6646;2025-05-21 08:30:39.805351;Amber Meza;BJZ-598;40
6647;2025-05-21 08:32:39.805351;Stephanie Li;IWG-144;4
6648;2025-05-21 08:33:39.805351;Curtis Rice;IWG-144;50
6649;2025-05-21 08:35:39.805351;Phillip Miller;LDX-026;7
6650;2025-05-21 08:37:39.805351;Jennifer Johnson DVM;HZP-570;21
6651;2025-05-21 08:37:39.805351;Anthony Werner;SBF-202;9
6652;2025-05-21 08:37:39.805351;Tara Thomas;BJZ-598;6
6653;2025-05-21 08:42:39.805351;Nicole Jones;BGR-219;28
6654;2025-05-21 08:44:39.805351;Natalie Stanley;VZN-169;3
6655;2025-05-21 08:46:39.805351;Shelby Simon;CJJ-320;30
6656;2025-05-21 08:46:39.805351;Claudia Wilson;OMU-810;19
6657;2025-05-21 08:48:39.805351;Robert Simpson;OMU-810;46
6658;2025-05-21 08:49:39.805351;Mark Stephens;IWG-144;36
6659;2025-05-21 08:50:39.805351;Kevin Fernandez;OMU-810;33
6660;2025-05-21 08:51:39.805351;Sandra Reyes;HZP-570;9
6661;2025-05-21 08:51:39.805351;Richard Case;OMU-810;29
6662;2025-05-21 08:52:39.805351;Terry Rivera;BGR-219;30
6663;2025-05-21 08:52:39.805351;Mariah Brown;IPF-206;49
6664;2025-05-21 08:53:39.805351;George Hall;SBF-202;41
6665;2025-05-21 08:54:39.805351;Kari Simmons;BNW-008;29
6666;2025-05-21 08:58:39.805351;Rebecca Dean;QPE-713;27
6667;2025-05-21 09:00:39.805351;Taylor Morales;CJJ-320;3
6668;2025-05-21 09:02:39.805351;Laura Davila;LDX-026;23
6669;2025-05-21 09:03:39.805351;Tammy Werner;GDC-755;29
6670;2025-05-21 09:04:39.805351;William Wood;BGR-219;35
6671;2025-05-21 09:05:39.805351;Sherry Miller;PBC-653;35
6672;2025-05-21 09:05:39.805351;Danielle Mcconnell;DTO-750;49
6673;2025-05-21 09:06:39.805351;Jason Garcia;YWV-308;35
6674;2025-05-21 09:08:39.805351;Laura Spence;OMU-810;20
6675;2025-05-21 09:08:39.805351;Phillip Herman;QJJ-229;37
6676;2025-05-21 09:09:39.805351;Patricia Atkinson;YWV-308;25
6677;2025-05-21 09:10:39.805351;David Ayers;ACG-657;32
6678;2025-05-21 09:10:39.805351;Bryan Martin II;VZN-169;35
6679;2025-05-21 09:13:39.805351;Cory Guerrero;SZT-516;19
6680;2025-05-21 09:13:39.805351;Jared Smith;VZN-169;13
6681;2025-05-21 09:17:39.805351;Jon Day Jr.;LHW-714;37
6682;2025-05-21 09:18:39.805351;Hannah Perez MD;IWG-144;35
6683;2025-05-21 09:21:39.805351;Mary Church;QJJ-229;15
6684;2025-05-21 09:23:39.805351;Gavin Howell;RVU-203;9
6685;2025-05-21 09:24:39.805351;Linda Jones;ENP-997;26
6686;2025-05-21 09:27:39.805351;John Clark;QJJ-229;7
6687;2025-05-21 09:27:39.805351;Edward White;LWO-098;45
6688;2025-05-21 09:28:39.805351;Zachary Hill;QJJ-229;45
6689;2025-05-21 09:29:39.805351;Joshua Smith;MSR-904;33
6690;2025-05-21 09:33:39.805351;Jeffrey Wallace;LDX-026;46
6691;2025-05-21 09:36:39.805351;Jennifer Anderson;KYZ-571;7
6692;2025-05-21 09:40:39.805351;William Leblanc;PBC-653;5
6693;2025-05-21 09:40:39.805351;Melissa Ruiz;IPF-206;35
6694;2025-05-21 09:42:39.805351;Richard Franklin;DTO-750;34
6695;2025-05-21 09:43:39.805351;Lori Madden;LWO-098;27
6696;2025-05-21 09:46:39.805351;Sarah Proctor;QJJ-229;9
6697;2025-05-21 09:46:39.805351;Michael Woodward;TIH-107;9
6698;2025-05-21 09:47:39.805351;Joshua Reed;LWO-098;22
6699;2025-05-21 09:49:39.805351;James Bonilla;QJJ-229;16
6700;2025-05-21 09:54:39.805351;Robert Grant;DTO-750;13
6701;2025-05-21 09:55:39.805351;Aaron Reed;KMW-910;22
6702;2025-05-21 09:55:39.805351;Monica Morton;ACG-657;1
6703;2025-05-21 10:01:39.805351;Russell Green;KMW-910;50
6704;2025-05-21 10:02:39.805351;Lisa Caldwell;FMX-611;33
6705;2025-05-21 10:05:39.805351;Melvin Weeks;FMX-611;42
6706;2025-05-21 10:06:39.805351;John Kennedy;QPE-713;33
6707;2025-05-21 10:08:39.805351;Adam Sanchez;TIH-107;46
6708;2025-05-21 10:09:39.805351;Alexandria Collins;SZT-516;11
6709;2025-05-21 10:11:39.805351;Autumn Hill;CJJ-320;5
6710;2025-05-21 10:12:39.805351;Philip Munoz;QPE-713;6
6711;2025-05-21 10:13:39.805351;Kimberly Thompson;ENP-997;34
6712;2025-05-21 10:13:39.805351;Allison Clark;TOT-453;39
6713;2025-05-21 10:14:39.805351;Randy Wang;BNW-008;41
6714;2025-05-21 10:15:39.805351;Amanda Palmer;TIH-107;12
6715;2025-05-21 10:17:39.805351;Kimberly Ross;YWV-308;10
6716;2025-05-21 10:19:39.805351;Lori Steele;TIH-107;16
6717;2025-05-21 10:20:39.805351;Jeremy Fernandez;VZN-169;10
6718;2025-05-21 10:21:39.805351;Frank Franklin;MSR-904;37
6719;2025-05-21 10:22:39.805351;Wesley Reyes;OMU-810;18
6720;2025-05-21 10:22:39.805351;Michelle Clark;RVU-203;15
6721;2025-05-21 10:22:39.805351;David Le;TIH-107;10
6722;2025-05-21 10:26:39.805351;Anthony Lee;KMW-910;18
6723;2025-05-21 10:29:39.805351;Mrs. Sarah Gordon;ZQL-512;2
6724;2025-05-21 10:29:39.805351;Amy Mack;ZQL-512;12
6725;2025-05-21 10:29:39.805351;Andrew Cortez;KYZ-571;18
6726;2025-05-21 10:30:39.805351;Karen Novak;LDX-026;23
6727;2025-05-21 10:31:39.805351;Amanda Shelton;IPF-206;33
6728;2025-05-21 10:34:39.805351;Michael Davis;YWV-308;9
6729;2025-05-21 10:37:39.805351;Samantha Soto;LWO-098;44
6730;2025-05-21 10:40:39.805351;Sharon Miller;LHW-714;4
6731;2025-05-21 10:41:39.805351;Scott Thomas;BGR-219;17
6732;2025-05-21 10:44:39.805351;Brett Rogers;QPE-713;43
6733;2025-05-21 10:46:39.805351;George Williams;YWV-308;27
6734;2025-05-21 10:47:39.805351;James Lopez;CBC-674;27
6735;2025-05-21 10:49:39.805351;Kirk Powell;KMW-910;45
6736;2025-05-21 10:52:39.805351;Jesse Sutton;RVU-203;43
6737;2025-05-21 10:53:39.805351;Bridget Edwards DDS;ZQL-512;15
6738;2025-05-21 10:54:39.805351;Adam Woods;FMX-611;23
6739;2025-05-21 10:54:39.805351;Michael Phillips;VZN-169;1
6740;2025-05-21 10:56:39.805351;Tina Brown;ENP-997;6
6741;2025-05-21 10:57:39.805351;Stephanie Barton;IPF-206;49
6742;2025-05-21 10:58:39.805351;Stephanie Miller;GDC-755;4
6743;2025-05-21 10:58:39.805351;Donna Reese;PBC-653;26
6744;2025-05-21 11:01:39.805351;Laura Daniel;CJJ-320;41
6745;2025-05-21 11:01:39.805351;Jennifer Sparks;SBF-202;23
6746;2025-05-21 11:03:39.805351;Yolanda Anderson;QPE-713;2
6747;2025-05-21 11:03:39.805351;David Warner;VZN-169;23
6748;2025-05-21 11:05:39.805351;Tammy Cox;DTO-750;34
6749;2025-05-21 11:06:39.805351;Brenda Cruz;MSR-904;21
6750;2025-05-21 11:06:39.805351;Elizabeth Anderson;KMW-910;44
6751;2025-05-21 11:07:39.805351;Mr. Jerry Robinson;GDC-755;37
6752;2025-05-21 11:08:39.805351;James Rivera;BNW-008;45
6753;2025-05-21 11:10:39.805351;Jennifer Williams;TIH-107;23
6754;2025-05-21 11:11:39.805351;Jeffrey Smith;MSR-904;7
6755;2025-05-21 11:12:39.805351;Nicholas Eaton;ENP-997;31
